[23:28:22.918] [INFO] [src/statusbar.c:66] netlink monitor started (link + addr events)
[23:28:22.926] [INFO] [src/draw.c:796] net icon paths: wifi100=/nix/store/zkhbdqqkxvv03xrgx21hg1r1z72v945p-nixlytile-git/bin/../share/nixlytile/images/svg/wifi_100.svg wifi75=/nix/store/zkhbdqqkxvv03xrgx21hg1r1z72v945p-nixlytile-git/bin/../share/nixlytile/images/svg/wifi_75.svg wifi50=/nix/store/zkhbdqqkxvv03xrgx21hg1r1z72v945p-nixlytile-git/bin/../share/nixlytile/images/svg/wifi_50.svg wifi25=/nix/store/zkhbdqqkxvv03xrgx21hg1r1z72v945p-nixlytile-git/bin/../share/nixlytile/images/svg/wifi_25.svg eth=/nix/store/zkhbdqqkxvv03xrgx21hg1r1z72v945p-nixlytile-git/bin/../share/nixlytile/images/svg/ethernet.svg noconn=/nix/store/zkhbdqqkxvv03xrgx21hg1r1z72v945p-nixlytile-git/bin/../share/nixlytile/images/svg/no_connection.svg
[23:28:22.931] [INFO] [src/gaming.c:3988] GPU 0: /dev/dri/card1 [/dev/dri/renderD128] driver=nvidia discrete=1 pci=0000:01:00.0
[23:28:22.931] [INFO] [src/gaming.c:4057] Selected discrete GPU: card1 (0000:01:00.0) driver=nvidia
[23:28:22.932] [INFO] [src/gaming.c:4095] dGPU: holding /dev/dri/renderD128 open (fd=18) to prevent D3cold
[23:28:22.932] [INFO] [src/gaming.c:4141] NVIDIA: driver version 595.58.03 (major=595)
[23:28:22.932] [INFO] [src/gaming.c:4260] dGPU: D3cold prevention active — power/control=on + render node held open
[23:28:22.932] [INFO] [libseat] [libseat/backend/seatd.c:64] Could not connect to socket /run/seatd.sock: No such file or directory
[23:28:22.932] [INFO] [libseat] [libseat/libseat.c:76] Backend 'seatd' failed to open seat, skipping
[23:28:22.934] [INFO] [libseat] [libseat/libseat.c:73] Seat opened with backend 'logind'
[23:28:22.934] [INFO] [backend/session/session.c:117] Successfully loaded libseat session
[23:28:22.938] [INFO] [backend/backend.c:248] Found 1 GPUs
[23:28:22.938] [INFO] [backend/drm/backend.c:263] Initializing DRM backend for /dev/dri/card1 (nvidia-drm)
[23:28:22.938] [DEBUG] [backend/drm/drm.c:112] Using atomic DRM interface
[23:28:22.938] [DEBUG] [backend/drm/drm.c:140] ADDFB2 modifiers supported
[23:28:22.938] [INFO] [backend/drm/drm.c:315] Found 4 DRM CRTCs
[23:28:22.938] [INFO] [backend/drm/drm.c:273] Found 12 DRM planes
[23:28:22.971] [INFO] [render/egl.c:205] Supported EGL client extensions: EGL_EXT_platform_base EGL_EXT_device_base EGL_EXT_device_enumeration EGL_EXT_device_query EGL_KHR_client_get_all_proc_addresses EGL_EXT_client_extensions EGL_KHR_debug EGL_KHR_platform_x11 EGL_EXT_platform_x11 EGL_EXT_platform_device EGL_MESA_platform_surfaceless EGL_EXT_explicit_device EGL_KHR_platform_wayland EGL_EXT_platform_wayland EGL_KHR_platform_gbm EGL_MESA_platform_gbm EGL_EXT_platform_xcb
[23:28:22.977] [DEBUG] [render/egl.c:523] Using EGL device /dev/dri/card1
[23:28:22.980] [INFO] [render/egl.c:369] Using EGL 1.5
[23:28:22.980] [INFO] [render/egl.c:370] Supported EGL display extensions: EGL_ANDROID_native_fence_sync EGL_EXT_buffer_age EGL_EXT_client_sync EGL_EXT_create_context_robustness EGL_EXT_image_dma_buf_import EGL_EXT_image_dma_buf_import_modifiers EGL_MESA_image_dma_buf_export EGL_EXT_output_base EGL_EXT_output_drm EGL_EXT_protected_content EGL_EXT_stream_consumer_egloutput EGL_EXT_stream_acquire_mode EGL_EXT_sync_reuse EGL_IMG_context_priority EGL_KHR_config_attribs EGL_KHR_create_context_no_error EGL_KHR_context_flush_control EGL_KHR_create_context EGL_KHR_fence_sync EGL_KHR_get_all_proc_addresses EGL_KHR_partial_update EGL_KHR_swap_buffers_with_damage EGL_KHR_no_config_context EGL_KHR_gl_colorspace EGL_KHR_gl_renderbuffer_image EGL_KHR_gl_texture_2D_image EGL_KHR_gl_texture_3D_image EGL_KHR_gl_texture_cubemap_image EGL_KHR_image EGL_KHR_image_base EGL_KHR_reusable_sync EGL_KHR_stream EGL_KHR_stream_attrib EGL_KHR_stream_consumer_gltexture EGL_KHR_stream_cross_process_fd EGL_KHR_stream_fifo EGL_KHR_stream_producer_eglsurface EGL_KHR_surfaceless_context EGL_KHR_wait_sync EGL_NV_nvrm_fence_sync EGL_NV_quadruple_buffer EGL_NV_stream_consumer_eglimage EGL_NV_stream_cross_display EGL_NV_stream_cross_object EGL_NV_stream_cross_process EGL_NV_stream_cross_system EGL_NV_stream_dma EGL_NV_stream_flush EGL_NV_stream_metadata EGL_NV_stream_remote EGL_NV_stream_reset EGL_NV_stream_socket EGL_NV_stream_socket_inet EGL_NV_stream_socket_unix EGL_NV_stream_sync EGL_NV_stream_fifo_next EGL_NV_stream_fifo_synchronous EGL_NV_stream_consumer_gltexture_yuv EGL_NV_stream_attrib EGL_NV_stream_origin EGL_NV_system_time EGL_NV_output_drm_flip_event EGL_NV_triple_buffer EGL_NV_robustness_video_memory_purge EGL_WL_bind_wayland_display EGL_WL_wayland_eglstream
[23:28:22.980] [INFO] [render/egl.c:372] Supported EGL device extensions: EGL_NV_device_cuda EGL_EXT_device_drm EGL_EXT_device_drm_render_node EGL_EXT_device_query_name EGL_EXT_device_persistent_id
[23:28:22.980] [INFO] [render/egl.c:374] EGL vendor: NVIDIA
[23:28:22.980] [INFO] [render/egl.c:376] EGL driver name: nvidia
[23:28:22.980] [DEBUG] [render/egl.c:120] Supported DMA-BUF formats:
[23:28:22.981] [DEBUG] [render/egl.c:169]   AB24 (0x34324241)
[23:30:47.881] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:47.882] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:47.883] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:47.898] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:47.898] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:47.899] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:47.899] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:47.915] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:47.915] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:47.916] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:47.916] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:47.931] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:47.931] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:47.932] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:47.933] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:47.948] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:47.948] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:47.949] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:47.949] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:47.965] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:47.965] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:47.966] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:47.966] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:47.982] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:47.982] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:47.982] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:47.983] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:47.998] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:47.998] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:47.999] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:47.999] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:48.015] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.015] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:48.016] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.016] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:48.032] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.032] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:48.032] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.033] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:48.048] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.048] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:48.049] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.049] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:48.065] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.065] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:48.066] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.066] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:48.082] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.082] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:48.082] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.083] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:48.098] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.098] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:48.099] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.099] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:48.115] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.115] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:48.116] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.116] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:48.132] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.132] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:48.133] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.133] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:48.148] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.148] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:48.149] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.149] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:48.165] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.165] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:48.166] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.166] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:48.182] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.182] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:48.183] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.183] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:48.198] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.198] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:48.199] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.199] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:48.215] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.215] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:48.216] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.216] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:48.232] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.232] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:48.233] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.233] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:48.248] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.248] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:48.249] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.249] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:48.265] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.265] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:48.266] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.266] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:48.282] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.282] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:48.282] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.282] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:48.298] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.298] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:48.299] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.299] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:48.315] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.315] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:48.316] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.316] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:48.332] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.332] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:48.332] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.332] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:48.348] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.349] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:48.349] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.349] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:48.365] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.365] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:48.366] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.366] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:48.382] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.382] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:48.383] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.383] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:48.399] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.399] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:48.399] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.399] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:48.415] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.415] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:48.416] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.416] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:48.432] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.432] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:48.433] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.433] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:48.449] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.449] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:48.449] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.449] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:48.465] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.465] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:48.466] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.466] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:48.482] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.482] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:48.483] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.483] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:48.499] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.499] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:48.500] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.500] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:48.515] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.515] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:48.516] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.516] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:48.532] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.532] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:48.533] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.533] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:48.549] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.549] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:48.549] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.549] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:48.566] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.566] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:48.566] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.566] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:48.582] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.582] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:48.583] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.583] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:48.599] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.599] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:48.599] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.599] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:48.615] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.615] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:48.616] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.616] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:48.632] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.632] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:48.633] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.633] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:48.669] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.669] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:48.670] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.670] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:48.678] [DEBUG] [render/gles2/renderer.c:157] Created GL FBO for buffer 3440x1440
[23:30:48.682] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.682] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:48.683] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.683] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:48.699] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.699] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:48.700] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.700] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:48.715] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.716] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:48.716] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.716] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:48.732] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.732] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:48.733] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.733] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:48.749] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.749] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:48.749] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.749] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:48.766] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.766] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:48.766] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.766] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:48.782] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.782] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:48.783] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.783] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:48.799] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.799] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
[23:30:48.799] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.799] [DEBUG] [backend/drm/drm.c:774] connector HDMI-A-1: Failed to import buffer for scan-out
[23:30:48.816] [DEBUG] [backend/drm/fb.c:165] Failed to get DMA-BUF from buffer
[23:30:48.816] [DEBUG] [backend/drm/drm.c:774] connector DP-2: Failed to import buffer for scan-out
